image_path,question,answer
images/small/fb/fbb7db16.jpg,What animal is visible?,Dog
images/small/fb/fbb7db16.jpg,Is there a camera?,Yes
images/small/fb/fb66ad19.jpg,What color is the case?,Pink
images/small/fb/fb66ad19.jpg,What is on the case?,Ballerinas
images/small/fb/fb4232bb.jpg,What is the product?,Chair
images/small/fb/fb4232bb.jpg,What color is it?,Red
images/small/fb/fb16d388.jpg,What is the product?,Sofa
images/small/fb/fb16d388.jpg,What color is the sofa?,Gray
images/small/fb/fb7e59ce.jpg,What garment is the man wearing?,Shirt
images/small/fb/fb7e59ce.jpg,What color are the pants?,White
images/small/fb/fb42bfa2.jpg,What color is the phone?,Pink
images/small/fb/fb42bfa2.jpg,Is it a phone?,Yes
images/small/fb/fba9b359.jpg,What is the main color?,Brown
images/small/fb/fba9b359.jpg,What is the product?,Sofa
images/small/fb/fb6e0cd8.jpg,What are these?,Sandals
images/small/fb/fb6e0cd8.jpg,What color are they?,Gold
images/small/fb/fb325bb2.jpg,What product is shown?,Case
images/small/fb/fb325bb2.jpg,What shape is the case?,Rectangular
images/small/fb/fb9633ad.jpg,What is being protected?,Phone
images/small/fb/fb9633ad.jpg,What is the building's color?,Yellow
images/small/fb/fbffdb23.jpg,What are carrots?,Organic
images/small/fb/fbffdb23.jpg,What is listed first?,Broccoli
images/small/fb/fb0007d3.jpg,What percent is the serum?,Three
images/small/fb/fb0007d3.jpg,What color is the background?,Teal
images/small/fb/fb415f3c.jpg,What are listed?,Ingredients
images/small/fb/fb415f3c.jpg,Is 'Salt' mentioned?,Yes
images/small/fb/fbf5afd2.jpg,What is the product?,Trailmix
images/small/fb/fbf5afd2.jpg,Is the package sealed?,Yes
images/small/fb/fbc3b862.jpg,What color are shoes?,Black
images/small/fb/fbc3b862.jpg,How many shoes?,Two
images/small/fb/fba0d310.jpg,What is the product?,Case
images/small/fb/fba0d310.jpg,What is the color?,Black
images/small/fb/fb4a9b41.jpg,What is the product?,Case
images/small/fb/fb4a9b41.jpg,Are butterflies present?,Yes
images/small/fb/fb5b41f7.jpg,What spacing is shown?,VESA
images/small/fb/fb5b41f7.jpg,Are inputs blocked?,Yes
images/small/fb/fb095acd.jpg,What is the handle color?,Red
images/small/fb/fb095acd.jpg,How many are there?,Six
images/small/fb/fb10628b.jpg,What is the product?,Case
images/small/fb/fb10628b.jpg,Is it rectangular?,Yes
images/small/fb/fbd9424c.jpg,Is it a phone?,Yes
images/small/fb/fbd9424c.jpg,What color are flowers?,Pink
images/small/fb/fbf44e70.jpg,Is camera visible?,Yes
images/small/fb/fbf44e70.jpg,What is color?,Green
images/small/fb/fbbf158b.jpg,What is the product?,Stool
images/small/fb/fbbf158b.jpg,What material is the seat?,Wood
images/small/fb/fb95e74e.jpg,What word is visible?,LOVE
images/small/fb/fb95e74e.jpg,Is there a charm?,Yes
images/small/fb/fbf47c09.jpg,What shape is the outer ring?,Round
images/small/fb/fbf47c09.jpg,What is the lamp's color?,Gold
images/small/fb/fbb897e7.jpg,What is the bag's color?,Red
images/small/fb/fbb897e7.jpg,Is rice present?,Yes
images/small/fb/fb5c2de7.jpg,What color is the phone case?,Black
images/small/fb/fb5c2de7.jpg,Are there stars?,Yes
images/small/fb/fb5fc34b.jpg,What is the cap color?,Gold
images/small/fb/fb5fc34b.jpg,Is there a label?,Yes
images/small/fb/fb939ef8.jpg,What is the top layer?,Frame
images/small/fb/fb939ef8.jpg,Is glass present?,Yes
images/small/fb/fbe6cafc.jpg,What is the shoe's color?,Blue
images/small/fb/fbe6cafc.jpg,Are laces visible?,Yes
images/small/fb/fbea2f08.jpg,What shape is the container?,Cylindrical
images/small/fb/fbea2f08.jpg,Are raspberries visible?,Yes
images/small/fb/fb215605.jpg,What is pictured?,Motorcycle
images/small/fb/fb215605.jpg,What color is it?,Silver
images/small/fb/fb7870ee.jpg,What is the footwear's style?,Boot
images/small/fb/fb7870ee.jpg,What color are the boots?,Brown
images/small/fb/fb0ac00a.jpg,Is it a smartphone?,Yes
images/small/fb/fb0ac00a.jpg,What is dangling?,Cup
images/small/fb/fb6c0c80.jpg,What is the product?,Shoes
images/small/fb/fb6c0c80.jpg,What color are the shoes?,Brown
images/small/fb/fb2c9fcc.jpg,What vitamin is this?,D3
images/small/fb/fb2c9fcc.jpg,How many capsules?,Sixty
images/small/fb/fb2b05c4.jpg,What color is the item?,Black
images/small/fb/fb2b05c4.jpg,Is a brand name present?,Yes
images/small/fb/fb647eb5.jpg,What is the color?,Black
images/small/fb/fb647eb5.jpg,Is hardware present?,Yes
images/small/fb/fbb0c155.jpg,What is the bolt's color?,Silver
images/small/fb/fbb0c155.jpg,Is a spring visible?,Yes
images/small/fb/fb41a7e0.jpg,What is the pattern's color?,Blue
images/small/fb/fb41a7e0.jpg,What is this?,Pillow
images/small/fb/fb4594bd.jpg,What is the color?,Blue
images/small/fb/fb4594bd.jpg,What is the product?,Case
images/small/fb/fbc4e034.jpg,Are laces visible?,Yes
images/small/fb/fbc4e034.jpg,What color are the stripes?,Black
images/small/fb/fbf4692f.jpg,Is it a phone?,Yes
images/small/fb/fbf4692f.jpg,What is the color?,Brown
images/small/fb/fb2fc242.jpg,What is this?,Bulb
images/small/fb/fb2fc242.jpg,What color is it?,White
images/small/fb/fbd5be8c.jpg,Is phone shown?,Yes
images/small/fb/fbd5be8c.jpg,What shape is button?,Rectangle
images/small/fb/fb025aa8.jpg,What pattern is displayed?,Crosses
images/small/fb/fb025aa8.jpg,Is there a pocket?,Yes
images/small/fb/fb638574.jpg,What color is it?,Black
images/small/fb/fb638574.jpg,Is it rectangular?,Yes
images/small/fb/fb9cb890.jpg,What brand is printed?,Amazonbasics
images/small/fb/fb9cb890.jpg,What color is the connector?,Gold
images/small/fb/fb64dc04.jpg,What is the product?,Case
images/small/fb/fb64dc04.jpg,Is it painted?,Yes
images/small/fb/fb5c3c9d.jpg,What type of shoe is it?,Slip-on
images/small/fb/fb5c3c9d.jpg,What color is the shoe?,Pink
images/small/fb/fb4f2d27.jpg,What color is the bag?,Red
images/small/fb/fb4f2d27.jpg,How many legs are visible?,Twelve
images/small/fb/fbbab2cf.jpg,Is benzoate listed?,Yes
images/small/fb/fbbab2cf.jpg,Is water listed?,Yes
images/small/fb/fbee09c4.jpg,What shape are they?,L
images/small/fb/fbee09c4.jpg,What color is it?,Gray
images/small/fb/fbc46aa5.jpg,What is the predominant color?,Pink
images/small/fb/fbc46aa5.jpg,Is it a phone?,Yes
images/small/fb/fba2c945.jpg,What product is shown?,Case
images/small/fb/fba2c945.jpg,Is a flower present?,Yes
images/small/fb/fb163074.jpg,What is pictured?,Smartphone
images/small/fb/fb163074.jpg,Is there glass?,Yes
images/small/fb/fb5f4d62.jpg,What is the shape of the flashdrive?,Rectangular
images/small/fb/fb5f4d62.jpg,Is a keyboard visible?,Yes
images/small/fb/fbf6a4bf.jpg,Is it dark?,Yes
images/small/fb/fbf6a4bf.jpg,Is it fire?,Possibly
images/small/fb/fb602dc7.jpg,What color is the lid?,Green
images/small/fb/fb602dc7.jpg,Is it food?,Yes
images/small/fb/fb4149b0.jpg,What is the color of the drawer?,White
images/small/fb/fb4149b0.jpg,Is there a shelf?,Yes
images/small/fb/fb43e8f6.jpg,What are the window coverings?,Curtains
images/small/fb/fb43e8f6.jpg,What shape is the mirror?,Round
images/small/fb/fbcd1c0f.jpg,What is the main shape?,Rectangle
images/small/fb/fbcd1c0f.jpg,Are hearts present?,Yes
images/small/fb/fb5b27c5.jpg,What is the product?,Dog
images/small/fb/fb5b27c5.jpg,What color is it?,Tan
images/small/fb/fb83602b.jpg,What is the product?,Tote
images/small/fb/fb83602b.jpg,What color is it?,Blue
images/small/fb/fb333cf3.jpg,What color is the cap?,Blue
images/small/fb/fb333cf3.jpg,Is it gluten-free?,Yes
images/small/fb/fba5aa08.jpg,What product is shown?,Glove
images/small/fb/fba5aa08.jpg,What brand is it?,Amazonbasics
images/small/fb/fb16daa9.jpg,What is the main color?,Red
images/small/fb/fb16daa9.jpg,Is there a pattern?,Yes
images/small/fb/fb8c7448.jpg,What is the product?,Sneakers
images/small/fb/fb8c7448.jpg,What color are the shoes?,White
images/small/fb/fbb0e09a.jpg,What is this?,Wallet
images/small/fb/fbb0e09a.jpg,What color is it?,Black
images/small/fb/fbb43a8c.jpg,What is the wall's color?,Pink
images/small/fb/fbb43a8c.jpg,What object is on table?,Vase
images/small/fb/fb042efa.jpg,What product is shown?,Chair
images/small/fb/fb042efa.jpg,What color is the chair?,White
images/small/fb/fbb25067.jpg,What animal is striped?,Zebra
images/small/fb/fbb25067.jpg,Is the wall white?,Yes
images/small/fb/fbe912b5.jpg,What is on the rug?,Basket
images/small/fb/fbe912b5.jpg,What shape is the rug?,Rectangle
images/small/fb/fbedea09.jpg,What is the product?,Shoe
images/small/fb/fbedea09.jpg,Is there a heel?,Yes
images/small/fb/fb31564f.jpg,What color is the item?,White
images/small/fb/fb31564f.jpg,How many shelves?,Two
images/small/fb/fb6ae9b4.jpg,What flavor is the gelato?,Eggnog
images/small/fb/fb6ae9b4.jpg,What brand is this?,Wholefoods
images/small/fb/fbcf5e42.jpg,What is the background?,Stars
images/small/fb/fbcf5e42.jpg,What shape is this?,Rectangle
images/small/fb/fbd60270.jpg,What is this?,Flip-flop
images/small/fb/fbd60270.jpg,What color is sole?,Orange
images/small/fb/fb3ae67a.jpg,What is the product?,Case
images/small/fb/fb3ae67a.jpg,Is there text?,Yes
images/small/fb/fb69ddf5.jpg,What color is the product?,Black
images/small/fb/fb69ddf5.jpg,Is 'Amazon' visible?,Yes
images/small/fb/fb32b9d8.jpg,What color is the case?,Black
images/small/fb/fb32b9d8.jpg,Is the case for a phone?,Yes
images/small/fb/fb97bc3c.jpg,What is the primary color?,White
images/small/fb/fb97bc3c.jpg,Is it patterned?,Yes
images/small/fb/fb6762da.jpg,What is the background color?,White
images/small/fb/fb6762da.jpg,Is the case rectangular?,Yes
images/small/fb/fb6c131c.jpg,What is the product?,Case
images/small/fb/fb6c131c.jpg,Is the case colorful?,Yes
images/small/fb/fb11d580.jpg,What is the product?,Sofa
images/small/fb/fb11d580.jpg,What color is it?,Gray
images/small/fb/fb90c8c6.jpg,What character is featured?,Kitty
images/small/fb/fb90c8c6.jpg,What is the main color?,Pink
images/small/fb/fbb4776c.jpg,What is pictured?,Case
images/small/fb/fbb4776c.jpg,Is a bear pictured?,Yes
images/small/fb/fba57a06.jpg,What is the main color?,Green
images/small/fb/fba57a06.jpg,What is the shape?,Round
images/small/fb/fb3dd9d8.jpg,What product is shown?,Phone
images/small/fb/fb3dd9d8.jpg,What color is the case?,Black
images/small/fb/fb5b7ae2.jpg,What are the shoes?,Slip-ons
images/small/fb/fb5b7ae2.jpg,What color is the shoe?,Beige
images/small/fb/fb5e98b5.jpg,What color is the mat?,Blue
images/small/fb/fb5e98b5.jpg,What shape is it?,Rectangular
images/small/fb/fb465066.jpg,What color is the dishware?,Burgundy
images/small/fb/fb465066.jpg,How many plates are there?,Two
images/small/fb/fbfc09b0.jpg,What is the product?,Sneaker
images/small/fb/fbfc09b0.jpg,What color is it?,Pink
images/small/fb/fb242aed.jpg,What color are the sheets?,White
images/small/fb/fb242aed.jpg,What is shown?,Sheets
images/small/fb/fb7734d7.jpg,What shape is the container?,Cylindrical
images/small/fb/fb7734d7.jpg,Is powder visible?,No
images/small/fb/fb80ce23.jpg,What color is the phone?,Yellow
images/small/fb/fb80ce23.jpg,Is it a smartphone?,Yes
images/small/fb/fbd6e5de.jpg,What color is the bottle?,Brown
images/small/fb/fbd6e5de.jpg,Is plastic visible?,Yes
images/small/fb/fbcbe15d.jpg,What is the product's scent?,Lavender
images/small/fb/fbcbe15d.jpg,What is the brand?,Presto
images/small/fb/fb465609.jpg,What are these?,Shoes
images/small/fb/fb465609.jpg,What color are they?,Blue
images/small/fb/fb5ff581.jpg,What is the product?,Gouda
images/small/fb/fb5ff581.jpg,Are there slices?,Yes
images/small/fb/fbe606e8.jpg,Is water an ingredient?,Yes
images/small/fb/fbe606e8.jpg,Are tree nuts processed?,Yes
images/small/fb/fb575fcb.jpg,What is the wall's color?,Gray
images/small/fb/fb575fcb.jpg,What is the mandala's color?,Gold
images/small/fb/fb4472d1.jpg,What color is the item?,Black
images/small/fb/fb4472d1.jpg,What is the object's state?,Rolled
images/small/fb/fb3a476d.jpg,What are these?,Sandals
images/small/fb/fb3a476d.jpg,What color is it?,Gray
images/small/fb/fbdb01cf.jpg,What color is the tray?,Black
images/small/fb/fbdb01cf.jpg,Is the surface flat?,Yes
images/small/fb/fb894af0.jpg,What object is pictured?,Case
images/small/fb/fb894af0.jpg,Are flowers present?,Yes
images/small/fb/fbee0ff2.jpg,What is the product?,Wallet
images/small/fb/fbee0ff2.jpg,What color is it?,Black
images/small/fb/fb902b06.jpg,Is there a lid?,Yes
images/small/fb/fb902b06.jpg,What is its material?,Glass
images/small/fb/fbe39d32.jpg,What is the item?,Rug
images/small/fb/fbe39d32.jpg,Is it rectangular?,Yes
images/small/fb/fb5a0c63.jpg,What is the product?,Backpack
images/small/fb/fb5a0c63.jpg,What color is it?,Black
images/small/fb/fb5d2671.jpg,What is the color?,Black
images/small/fb/fb5d2671.jpg,Are there cameras?,Yes
images/small/fb/fb25f933.jpg,What is the item?,Staples
images/small/fb/fb25f933.jpg,How many stacks?,Four
images/small/fb/fb0df2b9.jpg,What is the product?,Wallet
images/small/fb/fb0df2b9.jpg,What color is it?,Beige
images/small/fb/fbb4a8cd.jpg,What color is the ink?,Cyan
images/small/fb/fbb4a8cd.jpg,Is it compatible with Epson?,Yes
images/small/fb/fb5ac2c9.jpg,What is maximum weight?,5KG
images/small/fb/fb5ac2c9.jpg,What shape is speaker?,Rectangular
images/small/fb/fb4cd22c.jpg,What is the main material?,Wood
images/small/fb/fb4cd22c.jpg,Is there a stool?,Yes
images/small/fb/fba206c0.jpg,Is the product a case?,Yes
images/small/fb/fba206c0.jpg,Is the back hard?,Yes
images/small/fb/fb09f8f9.jpg,What is the product?,Bench
images/small/fb/fb09f8f9.jpg,What shape are the legs?,Rectangular
images/small/fb/fbdf7705.jpg,What is the product?,Mop
images/small/fb/fbdf7705.jpg,What color is it?,White
images/small/fb/fb8aad11.jpg,What color is the mat?,Purple
images/small/fb/fb8aad11.jpg,Is it textured?,Yes
images/small/fb/fb37c02a.jpg,What is decorated?,Cupcakes
images/small/fb/fb37c02a.jpg,What shape is the case?,Rectangle
images/small/fb/fbfc4a59.jpg,What is the device?,Multimeter
images/small/fb/fbfc4a59.jpg,What color is the case?,Black
images/small/fb/fbbf211d.jpg,What color is the bag?,Blue
images/small/fb/fbbf211d.jpg,Is brand visible?,Yes
images/small/fb/fbb5c403.jpg,What is the product?,Tarragon
images/small/fb/fbb5c403.jpg,What color is the lid?,Black
images/small/fb/fb564c33.jpg,What is the texture?,Leather
images/small/fb/fb564c33.jpg,What is the color?,Beige
images/small/fb/fb85b012.jpg,What flavor is it?,Fruit
images/small/fb/fb85b012.jpg,Is it comparable?,Yes
images/small/fb/fb67d90b.jpg,What is on the couch?,Blanket
images/small/fb/fb67d90b.jpg,Is there a pillow?,Yes
images/small/fb/fbd652aa.jpg,Is this a smartphone?,Yes
images/small/fb/fbd652aa.jpg,What shape is the case?,Rectangle
images/small/fb/fb6e942b.jpg,What color are the sheets?,Pink
images/small/fb/fb6e942b.jpg,Is there pattern?,Yes
images/small/fb/fb1080d5.jpg,What is the product?,Backpack
images/small/fb/fb1080d5.jpg,What color is it?,Black
images/small/fb/fb5b3034.jpg,What is the product?,Lamp
images/small/fb/fb5b3034.jpg,Is the lamp black?,Yes
images/small/fb/fb84d848.jpg,What pattern is on the product?,Skull
images/small/fb/fb84d848.jpg,What color is the product?,Black
images/small/fb/fb3520e6.jpg,Are green beans present?,Yes
images/small/fb/fb3520e6.jpg,What shape is dish?,Rectangular
images/small/fb/fb19c497.jpg,Is it fruit?,Yes
images/small/fb/fb19c497.jpg,What shape is it?,Oval
images/small/fb/fba0e700.jpg,What is the serving size in cups?,One
images/small/fb/fba0e700.jpg,How many servings?,Four
images/small/fb/fb24d05f.jpg,What is the product?,Shoe
images/small/fb/fb24d05f.jpg,Is there glitter?,Yes
images/small/fb/fb3d84af.jpg,What is the texture?,Brick
images/small/fb/fb3d84af.jpg,What is the color?,Red
images/small/fb/fb322b31.jpg,What shape are the frame's corners?,Rectangular
images/small/fb/fb322b31.jpg,What is the frame's color?,Black
images/small/fb/fb00149a.jpg,What shape is the jar?,Cylindrical
images/small/fb/fb00149a.jpg,Is it vegan?,Yes
images/small/fb/fbdb7172.jpg,What color is the paper?,White
images/small/fb/fbdb7172.jpg,Is there a core?,Yes
images/small/fb/fb1c7160.jpg,What is the product?,Bread
images/small/fb/fb1c7160.jpg,Is nutrition information included?,Yes
images/small/fb/fb839175.jpg,What is it?,Headboard
images/small/fb/fb839175.jpg,What shape is top?,Arched
images/small/fb/fbade69c.jpg,What shape are the bulbs?,Round
images/small/fb/fbade69c.jpg,How many bulbs are visible?,Twenty-five
images/small/fb/fbc8393b.jpg,What product is shown?,Case
images/small/fb/fbc8393b.jpg,What color is the product?,Blue
images/small/fb/fb12934f.jpg,What are these?,Sandals
images/small/fb/fb12934f.jpg,What color is it?,Brown
images/small/fb/fb2f5766.jpg,What is the pattern?,Striped
images/small/fb/fb2f5766.jpg,What is the lace color?,White
images/small/fb/fbcbd227.jpg,What food is present?,Pasta
images/small/fb/fbcbd227.jpg,Is there dill?,Yes
images/small/fb/fbd1d816.jpg,What is the product?,Hat
images/small/fb/fbd1d816.jpg,What shape is the hat?,Round
images/small/fb/fb52a266.jpg,What is this?,Ottoman
images/small/fb/fb52a266.jpg,What color is it?,Blue
images/small/fb/fb300c4b.jpg,What is the object?,Case
images/small/fb/fb300c4b.jpg,What is the case made of?,Wood
images/small/fb/fb24f180.jpg,Are stars present?,Yes
images/small/fb/fb24f180.jpg,Is it patterned?,Yes
images/small/fb/fb845460.jpg,What is the material?,Leather
images/small/fb/fb845460.jpg,What color is it?,Beige
images/small/fb/fbe4306e.jpg,What color is the fabric?,Green
images/small/fb/fbe4306e.jpg,What color are the legs?,Gold
images/small/fb/fb6d5a69.jpg,What is contained?,Wrenches
images/small/fb/fb6d5a69.jpg,What brand is it?,Amazonbasics
images/small/fb/fbfb8ac1.jpg,What is the object?,Case
images/small/fb/fbfb8ac1.jpg,What color is it?,Pink
images/small/fb/fb6ddc31.jpg,What animal is pictured?,Goose
images/small/fb/fb6ddc31.jpg,Is it a phone?,Yes
images/small/fb/fbfa7967.jpg,How many pots are visible?,Two
images/small/fb/fbfa7967.jpg,What shape are they?,Round
images/small/fb/fb6fc786.jpg,What is the product?,Bodywash
images/small/fb/fb6fc786.jpg,What is the bottle's color?,White
images/small/fb/fb986e2b.jpg,What is the product?,Pillow
images/small/fb/fb986e2b.jpg,What is the chair?,Leather
images/small/fb/fb135614.jpg,Is it vegan?,Yes
images/small/fb/fb135614.jpg,What food is displayed?,Burger
images/small/fb/fbd902a0.jpg,Is the object rectangular?,Yes
images/small/fb/fbd902a0.jpg,What color is the case?,Black
images/small/fb/fbb1b672.jpg,Is a moon present?,Yes
images/small/fb/fbb1b672.jpg,What is the main color?,Black
images/small/fb/fb8d2048.jpg,What is shown?,Case
images/small/fb/fb8d2048.jpg,What color is it?,Gray
images/small/fb/fb697ed5.jpg,Is there a camera?,Yes
images/small/fb/fb697ed5.jpg,What is the shape?,Rectangular
images/small/fb/fb1af3ea.jpg,What is the product?,Light
images/small/fb/fb1af3ea.jpg,What color is the tube?,White
images/small/fb/fbad4d60.jpg,What is the product?,Belt
images/small/fb/fbad4d60.jpg,What color is it?,Black
images/small/fb/fbb26442.jpg,What is the item?,Beanie
images/small/fb/fbb26442.jpg,What color is it?,Black
images/small/fb/fb41d8db.jpg,What is the main product?,Luggage
images/small/fb/fb41d8db.jpg,What color are the products?,Orange
images/small/fb/fb8730d9.jpg,What is the product?,Phone
images/small/fb/fb8730d9.jpg,What is the background color?,Black
images/small/fb/fb682472.jpg,What is this?,Bag
images/small/fb/fb682472.jpg,What color is it?,Black
images/small/fb/fb9628f7.jpg,What is the shape?,Cone
images/small/fb/fb9628f7.jpg,Is there a barcode?,Yes
images/small/fb/fbe24362.jpg,What is being reflected?,Moon
images/small/fb/fbe24362.jpg,Is it a phone?,Yes
images/small/fb/fb207c39.jpg,What color is the keyboard?,Black
images/small/fb/fb207c39.jpg,Is there a touchpad?,Yes
images/small/fb/fb7a23c3.jpg,What product is shown?,Phone
images/small/fb/fb7a23c3.jpg,What is the phone's color?,Brown
images/small/fb/fb621782.jpg,What product is shown?,Ring
images/small/fb/fb621782.jpg,What is the color?,Silver
images/small/fb/fbc1fe5c.jpg,What shape is it?,Rectangular
images/small/fb/fbc1fe5c.jpg,Is length shown?,Yes
images/small/fb/fbd729c1.jpg,What color is the background?,Orange
images/small/fb/fbd729c1.jpg,Is medicine mentioned?,Yes
images/small/fb/fbd8ade3.jpg,What shape is this?,Cone
images/small/fb/fbd8ade3.jpg,What color is it?,Gray
images/small/fb/fb9c0801.jpg,Is oil listed?,Yes
images/small/fb/fb9c0801.jpg,Is it organic?,Yes
images/small/fb/fbce0238.jpg,What is the primary color?,Black
images/small/fb/fbce0238.jpg,Is there a drawer?,Yes
images/small/fb/fb7952e7.jpg,What is it?,Wallet
images/small/fb/fb7952e7.jpg,What color is it?,Black
images/small/fb/fb703671.jpg,What is the primary color?,Black
images/small/fb/fb703671.jpg,Is it cartridge?,Yes
images/small/fb/fbdf8f17.jpg,What is the item?,Tie
images/small/fb/fbdf8f17.jpg,What is the color?,Black
images/small/fb/fb57623c.jpg,What is the product?,Faucet
images/small/fb/fb57623c.jpg,What is the color?,Silver
images/small/fb/fb415a75.jpg,What is this?,Chair
images/small/fb/fb415a75.jpg,What color is it?,Blue
images/small/fb/fb66574e.jpg,What is this?,Phone
images/small/fb/fb66574e.jpg,What is the color?,Black
images/small/fb/fb75feb2.jpg,Ingredient?,Coconut
images/small/fb/fb75feb2.jpg,Philippines?,Yes
images/small/fb/fb7d98cd.jpg,What is the object's color?,Gold
images/small/fb/fb7d98cd.jpg,What material is visible?,Metal
images/small/fb/fbca33fc.jpg,What is inside?,Chili
images/small/fb/fbca33fc.jpg,What color is the lid?,Black
images/small/fb/fb84a85c.jpg,What is the shape?,Rectangle
images/small/fb/fb84a85c.jpg,What color is the background?,Blue
images/small/fb/fba2054f.jpg,What is the pattern?,Plaid
images/small/fb/fba2054f.jpg,What are these?,Sheets
images/small/fb/fb0f4c97.jpg,What is the product?,Cable
images/small/fb/fb0f4c97.jpg,What color is it?,Gray
images/small/fb/fbcd1824.jpg,Is jewelry visible?,Yes
images/small/fb/fbcd1824.jpg,Is a dress worn?,Yes
images/small/fb/fb103eb5.jpg,What garment is visible?,Skirt
images/small/fb/fb103eb5.jpg,Is a top worn?,Yes
images/small/fb/fbac617e.jpg,What color is the case?,Pink
images/small/fb/fbac617e.jpg,Is there an animal?,Yes
images/small/fb/fbeffe1b.jpg,What is the purpose?,Antacid
images/small/fb/fbeffe1b.jpg,What is measured?,Milligrams
images/small/fb/fbcb2469.jpg,What is the object's design?,Butterflies
images/small/fb/fbcb2469.jpg,What color is the background?,Black
images/small/fb/fb067858.jpg,What color is the product?,Black
images/small/fb/fb067858.jpg,How many pieces are there?,Three
images/small/fb/fb3cc47f.jpg,What brand is shown?,Mamabear
images/small/fb/fb3cc47f.jpg,What color is it?,Purple
images/small/fb/fb5f5fd5.jpg,What is the inscription?,Girlboss
images/small/fb/fb5f5fd5.jpg,What is the material?,Wood
images/small/fb/fb2544ce.jpg,What object is shown?,Phone
images/small/fb/fb2544ce.jpg,What is the main color?,Blue
images/small/fb/fb3ca829.jpg,Is the product a case?,Yes
images/small/fb/fb3ca829.jpg,What color is the fruit?,Orange
images/small/fb/fb3c6875.jpg,What is the product?,Case
images/small/fb/fb3c6875.jpg,What is depicted?,Cactus
images/small/fb/fbaf5302.jpg,What is the shape?,Rectangular
images/small/fb/fbaf5302.jpg,Is it a phone?,Yes
images/small/fb/fb9fd061.jpg,What is the product?,Lotion
images/small/fb/fb9fd061.jpg,Is it vegan?,Yes
images/small/fb/fba3aa5a.jpg,What is the item?,Stool
images/small/fb/fba3aa5a.jpg,What shape are legs?,Square
images/small/fb/fb3f3038.jpg,What is the product?,Napkins
images/small/fb/fb3f3038.jpg,How many napkins?,Hundred
images/small/fb/fb61a190.jpg,What pattern is shown?,Aztec
images/small/fb/fb61a190.jpg,Is it new?,Yes
images/small/fb/fb666733.jpg,What object is shown?,Phone
images/small/fb/fb666733.jpg,Is it patterned?,Yes
images/small/fb/fba01d4b.jpg,What is the handle color?,Red
images/small/fb/fba01d4b.jpg,Is it for cleaning?,Yes
images/small/fb/fb645298.jpg,What is the pattern?,Floral
images/small/fb/fb645298.jpg,What is the orientation?,Vertical
images/small/fb/fb424128.jpg,What is the product?,Shoe
images/small/fb/fb424128.jpg,What color is it?,Gray
images/small/fb/fb054734.jpg,What color is predominant?,Red
images/small/fb/fb054734.jpg,Is it a phone?,Yes
images/small/fb/fbcf49da.jpg,What shape is it?,Rectangular
images/small/fb/fbcf49da.jpg,What color is it?,Beige
images/small/fb/fb244fc6.jpg,What color is the lid?,Black
images/small/fb/fb244fc6.jpg,Is nutritional information present?,Yes
images/small/fb/fb8acbb1.jpg,What is the item?,Wallet
images/small/fb/fb8acbb1.jpg,What is the wallet's color?,Black
images/small/fb/fb1fd54f.jpg,What are they?,Shoes
images/small/fb/fb1fd54f.jpg,What color are they?,Black
images/small/fb/fb258208.jpg,What is the first ingredient?,Oatmilk
images/small/fb/fb258208.jpg,Is wheat mentioned?,Yes
images/small/fb/fb9fa105.jpg,What is the product?,Sleeve
images/small/fb/fb9fa105.jpg,What color is it?,Gray
images/small/fb/fb49cbf4.jpg,What is the subject?,Building
images/small/fb/fb49cbf4.jpg,How many panels?,Nine
images/small/fb/fb80a445.jpg,Is the product a tablet?,Yes
images/small/fb/fb80a445.jpg,What color is the device?,Black
images/small/fb/fb121343.jpg,What color is the bin?,Blue
images/small/fb/fb121343.jpg,What shape is the bin?,Rectangular
images/small/fb/fb483693.jpg,What is the product?,Cleaner
images/small/fb/fb483693.jpg,What scent is advertised?,Lavender
images/small/fb/fb12611c.jpg,What shape is the base?,Rectangular
images/small/fb/fb12611c.jpg,How many pieces are there?,Three
images/small/fb/fb81d052.jpg,What is inside?,Water
images/small/fb/fb81d052.jpg,What is the brand?,365
images/small/fb/fb19b1ba.jpg,What is depicted?,Phone
images/small/fb/fb19b1ba.jpg,What is the background color?,Blue
images/small/fb/fb196a0e.jpg,What is the item?,Hanger
images/small/fb/fb196a0e.jpg,What color is it?,White
images/small/fb/fb0c171c.jpg,Is product organic?,Yes
images/small/fb/fb0c171c.jpg,What color is powder?,Red
images/small/fb/fbef43f9.jpg,What is the product?,Phone
images/small/fb/fbef43f9.jpg,What color is the phone?,Orange
images/small/fb/fb5e001f.jpg,Are batteries visible?,Yes
images/small/fb/fb5e001f.jpg,How many packages are shown?,Ten
images/small/fb/fb92029f.jpg,What shape is the product?,Square
images/small/fb/fb92029f.jpg,How many shelves are visible?,Three
images/small/fb/fbe0466f.jpg,What color is the fabric?,Gray
images/small/fb/fbe0466f.jpg,Is the material textured?,Yes
images/small/fb/fbe0cca3.jpg,Are laces present?,Yes
images/small/fb/fbe0cca3.jpg,What brand is shown?,Solefit
images/small/fb/fb2ff82c.jpg,What is the color?,White
images/small/fb/fb2ff82c.jpg,What is pictured?,Phone
images/small/fb/fb128926.jpg,What is measured in milligrams?,Charcoal
images/small/fb/fb128926.jpg,Is daily value established?,No
images/small/fb/fb487692.jpg,What product is shown?,Case
images/small/fb/fb487692.jpg,What material is visible?,Wood
